state,age,sex,education,major,stayTime,rate,websiteName,activity,userID,predict
1,0.75,1,0.5,1,0.923312031,0.331207017,21,0.000550701,12812,0.70817983
1,0.75,1,1,0.636363636,0.99777716,0.11551824,21,0.001972462,14375,0.70474158
1,0.75,1,0.75,0.545454545,0.455404279,1,21,0.000379931,14756,0.704348836
1,0.75,0.5,0.75,0.818181818,0.679633231,1,21,0.002527135,15548,0.703452265
1,0.75,1,0.75,0.363636364,0.632120033,1,21,0.000630129,8986,0.699496607
1,0.75,1,0.75,0.272727273,0.720477911,1,21,0.002520516,1245,0.69883578
1,0.5,1,0.75,0.545454545,0.696026674,1,21,0.001399257,11394,0.695990557
1,0.75,1,0.75,0.818181818,0.699360934,0.472764838,21,0.002548315,16668,0.695965986
1,0.75,1,0.75,0.545454545,0.440955821,1,21,0.006064329,14656,0.695584776
1,0.5,1,0.75,0.909090909,0.33023062,1,21,0.000696319,3131,0.693127928
1,0.5,1,0.5,0.545454545,0.941372604,1,21,0.001664017,2156,0.691601246
1,0.75,1,0.75,0.818181818,0.995554321,0.173302051,21,0.000581148,11749,0.690729419
1,0.75,1,1,0.636363636,0.984995832,0.111372919,21,0.004605501,9298,0.690447969
1,0.75,1,0.5,1,0.283967769,0.949814126,21,0.00317712,16576,0.690069096
1,0.75,1,0.75,0.636363636,0.339816616,1,21,0.007730993,14211,0.687021326
1,0.5,1,0.75,0.818181818,0.412058905,1,21,0.002550963,1578,0.685901767
1,0.75,1,0.5,0.636363636,0.86051681,0.731183648,21,0.004372512,17118,0.685546687
1,0.5,1,0.75,0.545454545,0.678799667,1,21,0.00599152,185,0.683355812
1,0.75,1,1,0.545454545,0.181856071,1,21,0.002774685,816,0.683195382
1,0.25,1,1,0.818181818,0.872742428,0.537643511,21,0.000729414,462,0.682407252
1,0.75,1,1,0.636363636,0.596554598,0.494017487,21,0.001043155,16886,0.681088957
1,0.75,1,1,0.272727273,0.671575438,0.774144651,21,0.0061517,4164,0.677709142
1,0.75,1,0.75,0.545454545,0.771464296,0.652198142,21,0.001096107,1950,0.67332317
1,0.75,1,0.75,0.545454545,0.777577105,0.610243795,21,0.03181489,1496,0.668200416
1,0.75,1,0.75,0.545454545,0.96415671,0.450162232,21,0.005186649,10754,0.668070218
1,0.5,1,0,1,0.961933871,1,21,0.000276674,6289,0.665320625
1,0.75,1,0.75,0.545454545,0.949152542,0.463120937,21,0.003136083,16147,0.663974188
1,0.75,1,1,0.545454545,0.156710197,1,21,0.008003696,9646,0.663278519
1,0.25,1,0.5,1,0.698249514,1,21,0.009218945,16607,0.660578539
1,0.75,1,0.75,0.181818182,0.771603223,1,21,0.000836642,16238,0.657368127
1,0.75,1,0.75,0.545454545,0.904140039,0.501541307,21,0.002216042,6138,0.656462014
1,0.75,1,1,0.545454545,0.823284246,0.246880608,21,0.086998826,15637,0.655728306
1,1,1,0.75,0.181818182,0.515143095,1,21,0.001858615,16336,0.651929973
1,0.75,1,1,0.818181818,0.860238955,0.018314975,21,0.002071747,15429,0.651917576
1,0.75,1,0.75,0.545454545,0.396221173,1,21,0.007091598,13437,0.651877396
1,0.75,1,1,0.545454545,0.719922201,0.388767598,21,0.037692563,6689,0.644946988
1,0.25,1,0.75,0.818181818,0.62072798,1,21,0.000432883,16413,0.642452761
1,0.5,1,0.75,0.545454545,0.631286468,1,21,0.006677248,15749,0.636528343
1,0.75,1,1,1,0.31147541,0.360618756,21,0.002999731,6421,0.628203978
1,0.75,1,0.75,0.909090909,0.670464018,0.341586266,21,0.002284879,16894,0.626536153
1,0.75,1,0.5,0.636363636,0.572659072,0.959676793,21,0.002307384,14950,0.624116966
1,0.75,1,0.75,0.636363636,0.79327591,0.489288775,21,0.000436854,15814,0.622475256
1,0.75,1,0.5,0.636363636,0.909141428,0.618689923,21,0.005135021,1211,0.622440089
1,0.75,1,1,0.545454545,0.991942206,0.123354436,21,0.001290705,16637,0.615151973
1,0.75,1,0.75,0.545454545,0.905529314,0.445960774,21,0.014516793,12608,0.614571507
1,0.75,1,0.75,0.545454545,0.356765768,1,21,0.007091598,16618,0.612421992
1,0.75,1,0.75,0.545454545,0.763545429,0.578533191,21,0.021313183,4550,0.61195643
1,0.5,1,0.5,0.545454545,0.861906085,1,21,0.000344188,7810,0.610814899
1,0.75,1,1,0.272727273,0.381772715,1,21,0.00022637,14996,0.607836438
1,0.75,1,0.75,0.545454545,0.358988608,1,21,3.97E-05,15741,0.607592948
1,0.75,1,0.75,0.545454545,0.553209225,0.795159667,21,0.002850142,15094,0.59978366
1,0.75,1,0.5,0.636363636,0.958321756,0.548941588,21,0.001277467,9007,0.598014528
1,0.75,1,0.75,0.545454545,0.791886635,0.556602267,21,0.00072809,5283,0.597781618
1,0.5,1,0.75,0.545454545,0.876632398,0.706448724,21,0.013635142,8767,0.59528089
1,0.5,1,0.75,0.181818182,0.952486802,1,21,0.007091598,9580,0.594506662
1,0.75,1,0.5,1,0.801055849,0.332116648,21,0.007091598,7291,0.593374175
1,0.75,1,0.75,0.636363636,0.747151987,0.498703136,21,0.00599152,13275,0.591320359
1,0.5,1,0.75,0.818181818,0.876632398,0.379931605,21,0.063072461,3489,0.590928363
1,0.75,1,1,0.545454545,0.455682134,0.633990719,21,0.002328565,7675,0.590566044
1,0.75,1,1,0.454545455,0.579327591,0.601965219,21,0.001063012,9151,0.590011357
1,0.75,1,0.75,0.818181818,0.722422895,0.332693538,21,0.013154603,5536,0.589562935
1,0.5,1,0.5,0.545454545,0.838844123,1,21,0.000115171,16087,0.58752392
1,0.75,1,0.75,0.545454545,0.677132537,0.661450537,21,0.000250198,8431,0.587397898
1,0.5,1,0.75,0.545454545,0.831619894,0.755858218,21,0.000401111,11074,0.58644385
1,0.5,1,0.5,0.545454545,0.836065574,0.998598994,21,0.002206775,2667,0.585435969
1,0.75,1,1,0.636363636,0.731036399,0.259084195,21,0.00428117,7487,0.583875481
1,0.75,1,0.75,0.636363636,0.745484857,0.480774402,21,0.016686502,3636,0.582419478
1,0.75,0.5,1,0.363636364,0.959711031,0.803764282,21,0.001164944,13706,0.581386701
1,0.75,0.5,0.5,0.636363636,0.991386496,1,21,0.000246227,16600,0.58110644
1,0.75,1,0.75,0.636363636,0.446235065,0.794656111,21,3.71E-05,13940,0.58040196
1,0.75,1,0.75,0.545454545,0.329258127,1,21,0.00210749,794,0.579930243
1,0.75,1,0.5,0.636363636,0.86273965,0.626114714,21,0.000836642,13269,0.579164723
1,0.5,1,0.5,0.818181818,0.77674354,0.773751831,21,0.001965843,4965,0.573753113
1,0.5,1,0.75,0.545454545,0.573631564,1,21,0.00120863,4893,0.57340482
1,0.75,1,0.75,0.272727273,0.595721034,1,21,0.001650779,10273,0.573209166
1,0.75,1,0.75,0.545454545,0.320922478,1,21,0.003280377,11732,0.572767481
1,0.75,1,0.75,0.090909091,0.776882467,1,21,0.000844585,192,0.571746223
1,0.75,1,0.5,1,0.118088358,1,21,0.000154885,15128,0.571353323
1,0.75,1,0.75,0.545454545,0.319255349,1,21,0.000571882,12560,0.568391857
1,0.25,1,0.75,0.363636364,0.999166435,1,21,0.000836642,5357,0.566749521
1,0.75,1,0.5,0.636363636,0.76132259,0.709191516,21,0.00490468,4483,0.564892502
1,0.75,1,0.75,0.545454545,0.314253959,1,21,0.000135028,9206,0.562953613
1,0.75,1,0.25,0.545454545,0.813837177,1,21,0.000481863,15157,0.562883666
1,0.75,1,0.75,0.545454545,0.804945818,0.49567896,21,0.012606549,13215,0.561795954
1,0.75,1,0.75,0.545454545,0.47957766,0.825036017,21,0.00850674,8724,0.561685044
1,0.75,1,1,0.545454545,0.525145874,0.53606769,21,0.000521577,10130,0.560299767
1,0.5,1,0.75,0.545454545,0.845512642,0.712312734,21,0.002970608,7434,0.55936061
1,0.75,1,0.5,0.818181818,0.787718811,0.497116393,21,0.001432352,4912,0.557559454
1,0.75,0.5,0.75,0.363636364,0.986940817,1,21,0.001317181,15115,0.555004442
1,0.75,0.5,0.5,0.636363636,0.960822451,1,21,0.003141378,4992,0.553437546
1,0.75,1,0.75,0.818181818,0.027507641,1,21,0.003926391,3067,0.552725931
1,0.75,1,0.75,0.636363636,0.212559044,1,21,9.27E-06,15972,0.552042028
1,0.25,1,0.5,1,0.592664629,1,21,0.005407724,13685,0.551182434
1,0.75,1,0.5,0.545454545,0.644067797,0.901967689,21,0.006401898,11909,0.55100201
1,0.75,1,1,0.636363636,0.868574604,0.091325317,21,0.001337038,13359,0.550710676
1,0.5,1,0.75,0.636363636,0.459294248,1,21,0.00181493,12901,0.550582895
1,0.75,1,0.5,0.636363636,0.457627119,1,21,0.003050036,10000,0.550150871
1,0.75,0.5,0.75,0.363636364,0.981939428,1,21,8.87E-05,2651,0.548774567
1,0.75,1,1,0.636363636,0.459016393,0.498305468,21,0.000305798,10359,0.547101376
1,0.75,1,0.75,0.545454545,0.292303418,1,21,0.003545137,10605,0.544413181
1,0.5,1,0.75,0.272727273,0.816060017,1,21,0.001421761,73,0.543319131
1,0.75,1,1,0.636363636,0.667407613,0.283703011,21,0.001109345,2103,0.541693686
1,0.25,1,0.5,0.636363636,0.950263962,1,21,0.00086047,7504,0.540598149
1,0.75,1,0.5,0.636363636,0.449013615,1,21,0.002042624,10739,0.540529956
1,0.75,1,0.75,0.545454545,0.291191998,1,21,0.000370664,9465,0.540127288
1,0.75,1,0.75,0.818181818,0.986940817,0.021012281,21,0.004582996,6997,0.533827993
1,0.75,1,1,0.363636364,0.803556543,0.409310247,21,0.003003703,13084,0.532616937
1,0.25,1,0.5,0.636363636,0.931230897,1,21,0.010611582,3151,0.531316197
1,0.75,1,1,0.545454545,0.883578772,0.145589329,21,0.002948103,13975,0.53068083
1,0.75,0.5,0.5,0.636363636,0.924423451,1,21,0.01574528,7605,0.529642448
1,0.75,1,1,0.272727273,0.300639066,1,21,0.002144556,14421,0.528620976
1,0.5,1,0.75,0.545454545,0.871908864,0.635351286,21,0.022629041,13905,0.528453816
1,0.75,1,0.75,0.545454545,0.892747986,0.385132439,21,0.001918186,16347,0.528363237
1,0.75,1,1,0.545454545,0.975826619,0.044981813,21,0.008380979,12486,0.527754037
1,0.75,1,0.5,0.636363636,0.976938038,0.455022004,21,0.005456704,14077,0.526890464
1,1,1,0.75,0.545454545,0.780772437,0.23257139,21,0.014436041,14185,0.526344494
1,0.5,1,0.5,0.636363636,0.678243957,1,21,0.005203859,8132,0.522921532
1,0.75,1,0.75,0.545454545,0.732425674,0.516277702,21,0.025055567,6901,0.522323568
1,0.75,1,0.75,0.636363636,0.908307863,0.273396337,21,0.001053745,11829,0.522231662
1,0.5,1,0.5,0.636363636,0.679911086,1,21,0.002369602,10463,0.521754406
1,0.75,1,0.5,0.636363636,0.428730203,1,21,0.003500128,7460,0.521704048
1,0.75,1,0.75,0.636363636,0.55181995,0.629845054,21,9.53E-05,6707,0.521234035
1,0.75,1,0.5,0.272727273,0.784106696,1,21,0.010236947,13121,0.520180997
1,0.75,1,1,0.636363636,0.807724368,0.116947513,21,0.005311086,10671,0.519456684
1,0.75,1,0.75,0.636363636,0.930814115,0.248938912,21,6.62E-06,8505,0.519233363
1,0.5,1,0.75,0.545454545,0.5181995,1,21,0.00022637,5528,0.516990496
1,0.75,1,0.75,0.545454545,0.420672409,0.840822287,21,0.005754559,17252,0.515813882
1,0.75,1,1,0.636363636,0.89802723,0.026342386,21,0.000945193,10575,0.514788526
